Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	stationaryDist[1]	stationaryDist[2]	tree_length
360	-905.8422	-1044.698	138.8563	0.0131453	0.00194667	0.00238397	0.00074508	0.000411281	0.00032536	0.000277314	0.0024524	0.00180955	0.000862658	0.00214633	0.0002687	0.000495787	0.000652174	0.000202639	0.00107078	0.00116371	0.000420426	0.000941232	0.000133036	0.000189672	0.000770881	0.00267041	0.000891658	0.00234355	9.54564e-05	0.000610446	0.00126654	0.0119204	0.00262282	0.00444486	0.000550631	0.00024174	0.00112824	0.00149649	0.00108462	0.000111189	0.00138793	0.00208816	0.00174877	0.0011053	0.00282456	0.00130054	0.000669535	0.00876417	0.00521423	0.000593255	0.000453115	0.000512048	0.00270258	0.00166302	0.000568507	0.00922734	0.000241757	0.00135294	0.000194146	0.00109347	0.00632199	0.00241894	0.00192198	0.00862159	0.00281076	0.000272009	0.00456982	0.000831653	0.0018439	0.000766225	0.00284681	0.00688602	0.000328702	0.00125857	0.00135111	0.00114603	0.000578233	0.00165307	0.00195716	0.0047374	0.00210573	0.00348647	0.00574571	0.00142853	0.00407542	0.00266965	0.00206749	0.000970899	0.370238	1.75571	0.1931821	1.806818	0.0359028	0.197393	0.602777	1.65899	5.06603	27.853	2.405607	9.352925	0.253051	0.0715696	0.0105987	0.0129795	0.0040566	0.00223923	0.00177143	0.00150984	0.0133521	0.00985213	0.00469675	0.0116857	0.00146294	0.00269932	0.00355077	0.00110327	0.00582987	0.00633582	0.00228901	0.00512455	0.000724315	0.00103267	0.00419707	0.0145391	0.00485465	0.0127595	0.000519714	0.00332358	0.00689567	0.0649005	0.01428	0.0242001	0.00299792	0.00131616	0.0061427	0.00814767	0.00590521	0.00060537	0.00755659	0.011369	0.00952119	0.00601782	0.0153784	0.00708078	0.00364529	0.0477166	0.028389	0.00322999	0.00246699	0.00278785	0.0147142	0.00905431	0.00309525	0.0502384	0.00131625	0.00736612	0.00105703	0.00595341	0.0344202	0.0131699	0.0104643	0.0469404	0.0153032	0.00148096	0.0248805	0.00452794	0.0100391	0.00417172	0.0154995	0.037491	0.00178962	0.00685228	0.00735613	0.00623958	0.0031482	0.00900015	0.0106558	0.0257928	0.0114647	0.0189822	0.0312826	0.00777762	0.0221887	0.0145349	0.0112565	0.00528607	0.903409	0.0965911	0.1836712
396	-916.5815	-1055.252	138.6704	0.0138179	0.00259984	0.00720157	0.000403918	0.000635451	0.000781936	0.00189455	0.00534408	0.00378544	0.00624188	0.00321984	0.000855172	1.46486e-05	0.000237311	0.000992899	0.000646671	0.000934798	0.00133659	0.00124068	0.00117163	0.000601356	0.000195508	0.00263987	0.000523331	0.00078151	0.000475119	0.00124058	0.000700228	0.00747453	0.00144519	0.00338651	0.000578807	0.00014708	0.000853445	0.0010679	0.00223247	0.000224678	0.00194386	0.00183953	0.0012855	0.00171979	0.00208086	0.00246686	0.000883	0.00731178	0.00459138	0.000591482	0.00012067	0.000123839	0.00140702	0.00398966	9.14844e-05	0.00814583	6.60309e-05	0.000894221	0.00017493	0.00068408	0.00370494	0.00239286	0.00167597	0.00653949	0.00256715	0.00115884	0.00139119	0.000540792	0.00221206	0.00101765	0.00108556	0.00425881	0.000870099	0.00155169	0.00142025	0.00337869	0.00111643	0.00130851	0.000477638	0.00270668	0.000265493	0.00354751	0.00391793	0.00165976	0.00591235	0.00249262	0.00295064	0.00121266	0.245271	1.90568	0.1653982	1.834602	0.0271109	0.172124	0.577559	1.73143	5.80978	36.8855	2.608702	11.09203	0.1544464	0.0760601	0.0143107	0.0396407	0.00222335	0.00349781	0.00430413	0.0104285	0.0294163	0.0208368	0.0343581	0.0177235	0.00470726	8.06324e-05	0.00130627	0.00546537	0.00355957	0.00514555	0.00735722	0.00682925	0.00644919	0.00331014	0.00107617	0.0145311	0.00288065	0.00430179	0.00261527	0.00682874	0.00385438	0.0411432	0.00795498	0.0186409	0.00318602	0.000809595	0.00469775	0.00587821	0.0122885	0.00123673	0.0106999	0.0101256	0.00707597	0.0094665	0.011454	0.0135787	0.00486043	0.0402474	0.025273	0.00325579	0.000664224	0.000681667	0.00774487	0.0219609	0.000503572	0.0448384	0.000363464	0.0049222	0.000962897	0.00376549	0.0203937	0.0131714	0.00922529	0.0359963	0.0141308	0.00637876	0.00765775	0.00297676	0.0121762	0.00560159	0.0059754	0.0234424	0.00478942	0.0085412	0.00781768	0.0185978	0.00614534	0.00720266	0.00262914	0.0148988	0.00146139	0.0195271	0.0215661	0.00913609	0.0325443	0.0137205	0.0162417	0.00667503	0.917301	0.0826991	0.181671
432	-923.1095	-1061.408	138.2984	0.0104822	0.00104016	0.00390708	0.000552748	0.000765111	0.000342601	0.000662564	0.00409514	0.00235704	0.00200717	0.00111179	0.00049137	9.68933e-06	5.08109e-05	0.000598532	0.000952152	1.56891e-05	7.8875e-05	0.00044989	0.000250091	0.000342136	0.000732887	0.00132571	0.000947199	0.000149837	0.000233744	0.000263885	0.000425308	0.00654943	0.000583869	0.00102642	0.000484621	0.00117928	0.000502637	0.00184143	0.00155175	0.000167479	0.000561769	0.00158347	0.000371187	0.00113581	0.000939492	0.000717909	1.49793e-05	0.00493985	0.00154496	0.000312755	7.12377e-05	0.000330106	0.00287563	0.00102002	1.63848e-05	0.00336749	0.000614393	0.000603999	0.000887657	4.92787e-05	0.00474654	0.0024045	0.000781557	0.00449298	0.000290906	0.000544254	0.000614509	0.00172148	0.00277788	9.14548e-05	0.000693035	0.00229403	0.000581916	0.000422826	0.00152491	0.0014991	0.00124541	0.000778209	0.00135175	0.00200798	6.99842e-05	0.00168424	0.00243953	0.00114387	0.00146811	0.00533346	0.00183724	0.000280804	0.235155	1.91781	0.1807328	1.819267	0.0196719	0.147199	0.550049	1.81802	6.79352	50.8338	2.840621	10.06606	0.1471392	0.0906696	0.00899724	0.0337956	0.00478118	0.00661808	0.00296344	0.00573106	0.0354223	0.020388	0.0173616	0.00961682	0.00425027	8.38111e-05	0.000439505	0.0051772	0.00823595	0.000135708	0.000682255	0.00389147	0.00216324	0.00295942	0.00633935	0.0114672	0.0081931	0.00129606	0.00202184	0.00228256	0.00367884	0.0566515	0.00505037	0.00887838	0.00419189	0.0102006	0.00434772	0.015928	0.0134224	0.00144867	0.00485921	0.0136968	0.00321071	0.00982457	0.00812644	0.00620979	0.000129568	0.0427289	0.0133636	0.00270528	0.000616194	0.00285536	0.0248737	0.008823	0.000141726	0.0291282	0.00531439	0.00522449	0.00767808	0.000426252	0.0410568	0.0207985	0.00676033	0.0388635	0.00251628	0.0047077	0.0053154	0.0148905	0.0240282	0.000791069	0.00599464	0.019843	0.00503347	0.00365737	0.0131902	0.0129669	0.0107726	0.00673137	0.0116924	0.0173686	0.000605351	0.0145684	0.0211015	0.00989429	0.0126989	0.0461336	0.0158918	0.00242891	0.909634	0.0903664	0.1156092
468	-906.8464	-1045.029	138.1831	0.00854195	0.000958324	0.0052697	0.000171791	0.00161356	0.000879615	0.00115085	0.00192789	0.00421317	0.00166596	0.000533395	0.00173855	0.0013435	0.000758796	0.000534848	0.000224097	0.000764694	4.95645e-05	0.000307909	0.000660293	0.000362095	0.000697964	0.00260666	0.000410724	0.000272788	0.0003649	2.00693e-05	0.00366354	0.00593896	0.000981162	0.00119372	0.00105257	0.001292	0.00164756	0.0019469	0.000789573	0.00059312	0.00582563	0.00164335	0.000574865	0.00206782	0.00188193	0.00203163	0.000546884	0.0130716	0.00341003	0.00101889	6.19433e-05	0.00226549	0.00456646	0.00170484	1.75505e-05	0.0104212	0.000279892	0.000286897	0.00105227	0.000338759	0.00714451	0.00445082	0.00132578	0.00454013	0.00266718	0.000602953	0.00312106	0.000625795	0.00142684	0.000979363	0.00236897	0.00940201	0.00060405	0.004958	0.00548223	0.00298212	0.00200181	0.000403877	0.00138514	0.00511029	0.000540676	0.00273377	0.00823291	0.001612	0.00668661	0.00796214	0.00607391	0.00120191	0.304202	1.83496	0.1086327	1.891367	0.0424187	0.21412	0.618268	1.61742	4.67029	23.5745	2.285017	17.41066	0.1989377	0.0412979	0.00463322	0.0254775	0.000830562	0.00780111	0.00425268	0.00556402	0.00932077	0.0203695	0.00805444	0.00257881	0.00840538	0.00649544	0.00366856	0.00258584	0.00108345	0.00369707	0.00023963	0.00148865	0.00319233	0.00175063	0.00337445	0.0126024	0.00198573	0.00131885	0.00176419	9.70294e-05	0.0177122	0.0287132	0.00474363	0.00577127	0.00508887	0.00624645	0.00796546	0.0094127	0.00381736	0.00286756	0.0281653	0.00794513	0.00277931	0.00999733	0.00909858	0.00982236	0.00264403	0.0631977	0.0164865	0.00492604	0.000299478	0.010953	0.0220775	0.0082424	8.48517e-05	0.0503834	0.0013532	0.00138707	0.00508743	0.0016378	0.0345416	0.0215184	0.00640977	0.0219502	0.012895	0.0029151	0.0150894	0.00302554	0.00689837	0.00473494	0.0114533	0.045456	0.00292041	0.0239705	0.026505	0.0144177	0.00967819	0.00195263	0.00669674	0.0247068	0.00261401	0.013217	0.0398037	0.00779354	0.0323278	0.0384947	0.0293656	0.00581091	0.945684	0.0543164	0.2068376
504	-909.3755	-1048.607	139.2316	0.0199557	0.00121047	0.00441711	0.000288791	0.000326807	0.000188863	0.000303723	0.00250972	0.0048193	0.00409853	0.00271746	0.00111396	0.000277974	0.00167042	0.00058307	0.00120499	0.000714731	0.00126924	0.00225964	0.000317178	0.00121802	0.000169959	0.00123238	0.000376096	0.000860058	0.000529381	1.50036e-05	0.00174678	0.00547106	0.00127136	0.0021675	0.00158388	0.00024198	0.00157367	0.000843519	0.000812426	0.0019929	0.00681126	0.00449054	0.00480893	0.00280589	0.00235731	0.000906215	0.000272865	0.020331	0.0027461	0.00252296	7.33137e-05	0.00155684	0.00130713	0.00162064	4.14559e-05	0.0103565	0.00166686	0.00081123	0.000302698	0.00101723	0.00609967	0.00274807	0.00114051	0.0104472	0.0016472	0.00388625	0.00556609	0.000724203	0.00233876	0.00162595	0.00132355	0.0119208	0.00129979	0.00963462	0.00543182	0.000876438	0.00356502	0.000439136	0.00162181	0.00581666	0.000442322	0.00326719	0.00933383	0.00207483	0.0124613	0.00725278	0.00245262	0.00156465	0.434941	1.67807	0.2225476	1.777452	0.0404005	0.209089	0.6137	1.62946	4.78265	24.7522	2.320266	7.986843	0.3110297	0.0779022	0.00472538	0.0172433	0.00112737	0.00127577	0.000737275	0.00118566	0.00979733	0.0188134	0.0159997	0.0106083	0.00434861	0.00108514	0.00652091	0.00227616	0.00470399	0.00279013	0.00495479	0.00882109	0.00123819	0.00475484	0.000663478	0.0048109	0.00146819	0.00335745	0.00206657	5.85705e-05	0.00681902	0.0213577	0.00496306	0.00846137	0.0061831	0.000944631	0.00614322	0.00329289	0.00317151	0.00777979	0.0265895	0.01753	0.0187729	0.0109535	0.00920237	0.00353764	0.0010652	0.0793674	0.0107201	0.00984903	0.000286199	0.00607751	0.00510271	0.00632659	0.000161834	0.0404293	0.00650699	0.00316684	0.00118166	0.00397103	0.0238116	0.0107278	0.00445228	0.0407831	0.00643028	0.015171	0.0217286	0.00282711	0.00912994	0.00634732	0.00516683	0.0465357	0.00507405	0.0376112	0.0212045	0.0034214	0.013917	0.00171428	0.00633116	0.0227068	0.00172672	0.0127543	0.036437	0.00809962	0.0486458	0.0283131	0.00957442	0.00610801	0.888726	0.111274	0.2561637
540	-907.2632	-1045.451	138.188	0.0101819	0.0014164	0.00203642	0.000327622	0.000452852	0.000867504	0.000589095	0.000189484	0.00436129	0.00311664	0.00167508	0.000532447	0.000351334	0.00263308	0.00013079	0.00091631	0.000466165	0.00110647	0.0017183	0.000783079	0.000121052	0.000527072	0.000817467	0.000259228	0.00286842	0.000788884	0.000233903	0.00160399	0.00692428	0.00414285	0.00209461	0.000309732	0.000543748	0.000579452	0.00112205	0.00139596	0.000156701	0.00355818	0.00341474	0.000275764	0.0013672	0.00376738	0.00140681	0.00149325	0.0124014	0.0072911	0.00115733	5.62255e-05	0.00226471	0.00202971	0.000557261	0.000386354	0.0191847	0.000729368	0.000895139	0.000109772	0.000381453	0.0092185	0.00117655	0.000948196	0.00871258	0.000567422	0.0030523	0.00388255	0.00222168	0.00136508	0.00123642	0.000972572	0.00765132	0.000543313	0.00219814	0.00179304	0.000651473	0.00193665	0.000349218	0.00263605	0.00291525	9.06546e-05	0.0029038	0.00709771	0.00268458	0.00232558	0.00237064	0.00661774	0.000572915	0.269196	1.87697	0.1046163	1.895384	0.0430243	0.215605	0.619603	1.61394	4.63811	23.2427	2.274767	18.11748	0.1721048	0.0509703	0.00709048	0.0101943	0.00164006	0.00226696	0.0043427	0.00294899	0.000948554	0.0218325	0.0156018	0.00838541	0.00266541	0.00175877	0.0131811	0.000654731	0.00458702	0.00233361	0.00553896	0.00860175	0.00392007	0.000605985	0.00263851	0.00409222	0.00129769	0.0143592	0.00394913	0.00117091	0.00802955	0.0346627	0.020739	0.0104855	0.00155051	0.00272199	0.00290072	0.00561696	0.00698812	0.000784443	0.0178122	0.0170941	0.00138047	0.00684419	0.0188594	0.00704247	0.00747518	0.0620809	0.0364991	0.00579357	0.000281463	0.0113371	0.0101607	0.00278963	0.00193408	0.0960379	0.0036512	0.00448104	0.000549518	0.00190954	0.0461476	0.0058898	0.00474664	0.0436149	0.0028405	0.0152797	0.0194359	0.0111217	0.00683356	0.00618949	0.00486867	0.0383023	0.00271981	0.0110038	0.00897593	0.00326126	0.00969482	0.00174818	0.013196	0.0145937	0.000453815	0.0145363	0.0355309	0.0134389	0.0116418	0.0118674	0.0331282	0.002868	0.947692	0.0523082	0.1997614
576	-916.4826	-1053.935	137.4526	0.00738965	0.000693573	0.00105875	5.21176e-05	0.000131318	0.000307469	0.000123467	5.55998e-05	0.00282277	0.0010269	0.0020709	0.000576169	0.000535621	0.00058824	0.000207063	0.000367145	0.000444432	0.000202309	0.000714391	0.000398537	4.87297e-05	0.000312954	0.00107474	0.000264992	0.00054665	0.000813637	6.70616e-05	0.000889592	0.00477192	0.000489324	0.00123421	0.000186125	0.000179831	0.000285979	0.00113552	0.000297164	0.000156624	0.00188895	0.00289312	5.42467e-06	0.000579133	0.000820633	0.000527427	0.000330774	0.00760602	0.00473412	0.000847666	5.17697e-05	0.00152906	0.00218779	0.000408672	0.000951459	0.00886069	0.000658157	0.000739598	0.00025406	0.000992858	0.00677313	0.000434436	0.000661917	0.00435757	0.00101495	0.00132357	0.00267569	0.00105054	0.00122886	0.000768899	0.00113362	0.00233758	0.00123626	0.00193651	0.00291796	0.00087017	0.0025073	3.78316e-05	0.000266675	0.000674897	5.27672e-05	0.00213226	0.00232553	0.00133448	5.05093e-05	0.00276898	0.00739136	0.000205857	0.198166	1.9622	0.09837714	1.901623	0.0229861	0.158812	0.563236	1.77546	6.29676	43.5045	2.72804	19.32993	0.1211901	0.0616529	0.00578657	0.00883327	0.000434824	0.00109561	0.00256526	0.0010301	0.000463877	0.0235508	0.00856757	0.0172778	0.00480706	0.00446876	0.00490777	0.00172756	0.00306315	0.00370796	0.00168789	0.00596026	0.00332505	0.000406559	0.00261102	0.00896667	0.00221087	0.00456078	0.00678829	0.000559504	0.00742199	0.0398128	0.0040825	0.0102972	0.00155287	0.00150035	0.00238596	0.00947382	0.00247929	0.00130673	0.0157597	0.0241377	4.52588e-05	0.00483179	0.00684666	0.0044004	0.00275969	0.0634581	0.0394974	0.0070722	0.000431922	0.0127571	0.018253	0.00340961	0.00793816	0.073926	0.0054911	0.00617057	0.00211965	0.00828356	0.0565092	0.00362457	0.00552247	0.0363558	0.00846786	0.0110427	0.0223236	0.00876478	0.0102526	0.00641503	0.00945798	0.0195028	0.0103143	0.0161566	0.024345	0.00725995	0.0209188	0.000315635	0.00222491	0.00563076	0.000440245	0.0177897	0.0194022	0.0111337	0.000421407	0.023102	0.0616672	0.00171749	0.950811	0.0491886	0.1198589
612	-912.5133	-1050.313	137.7997	0.00289095	0.0002937	0.000678996	0.000211063	0.000201827	0.0001507	0.000218204	0.000432589	0.00125943	0.000349521	0.000212962	0.000842529	6.32406e-06	0.0005784	0.000141477	0.000607305	0.000298236	0.000239763	0.000223344	0.00031427	0.000166575	0.000510614	0.000936029	0.000143777	0.000952629	0.000418415	0.000102659	0.000486454	0.00357131	0.000367712	0.000173001	0.000224699	0.000301392	0.00197925	0.000729804	0.000720867	5.1747e-05	0.00102842	0.000853403	3.71641e-06	0.000456681	0.00143767	0.000775853	0.000236294	0.00825278	0.00373313	0.000397905	0.000853851	0.000675176	0.000530252	0.000909147	0.000422697	0.00695277	0.000283988	0.000348447	0.000100206	0.000119843	0.00367677	0.00145949	0.00137084	0.00459048	0.00071587	0.00130768	0.00542917	0.000216006	0.000851396	0.00147563	0.000732912	0.00238045	0.000408779	0.00242279	0.00130464	0.000153103	0.000395332	0.000170754	0.000672017	0.00181107	0.000492048	0.000722034	0.00261985	0.00213439	0.000825164	0.00228225	0.00425887	0.000103069	0.426632	1.68804	0.2024609	1.797539	0.0171212	0.137559	0.538548	1.85684	7.26959	58.4072	2.941038	8.878451	0.3032857	0.0303214	0.00308044	0.00712156	0.00221371	0.00211684	0.0015806	0.0022886	0.00453716	0.0132094	0.00366591	0.00223363	0.00883676	6.63291e-05	0.00606648	0.00148386	0.00636964	0.00312801	0.00251472	0.00234252	0.00329619	0.00174711	0.00535551	0.00981743	0.00150799	0.00999153	0.00438849	0.00107673	0.00510212	0.0374573	0.0038567	0.0018145	0.00235673	0.00316111	0.0207591	0.00765446	0.00756073	0.000542743	0.0107864	0.00895081	3.89791e-05	0.00478984	0.0150788	0.00813744	0.00247834	0.0865583	0.0391545	0.00417338	0.00895551	0.0070815	0.00556148	0.00953548	0.00443341	0.0729233	0.00297857	0.00365464	0.00105099	0.00125696	0.0385634	0.0153077	0.0143779	0.0481467	0.00750832	0.0137154	0.0569432	0.00226555	0.00892976	0.0154769	0.00768705	0.0249671	0.00428743	0.0254112	0.0136836	0.0016058	0.00414639	0.00179093	0.00704837	0.0189952	0.00516079	0.00757297	0.027478	0.0223863	0.00865463	0.0239371	0.0446686	0.00108103	0.89877	0.10123	0.09534363
648	-909.7545	-1047.547	137.7927	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.179875	1.820125	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	10.11883	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.910063	0.0899375	0.087902
684	-911.4046	-1049.393	137.9886	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.2014751	1.798525	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	8.926783	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.899262	0.100738	0.087902
