Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	stationaryDist[1]	stationaryDist[2]	tree_length
8064	-910.8444	-1049.434	138.5892	0.104475	0.0336719	0.0269357	0.00483622	0.0124887	0.00888934	0.00392491	0.0360297	0.0212474	0.0628983	0.0078568	0.0092315	0.0152785	0.00399554	0.00392722	0.0140827	0.00117823	0.0184266	0.0154402	0.012011	0.0157186	0.00935823	0.0143003	0.00508081	0.000711779	0.00769277	0.0148985	0.00863672	0.0819424	0.0105018	0.0161807	0.00173991	0.0127732	0.0245796	0.01754	0.00675915	0.0109439	0.0259894	0.00539828	0.00848459	0.0112543	0.0215504	0.0157675	0.00225424	0.056929	0.0243762	0.011523	0.0262429	0.102583	0.00285788	0.00862487	0.00405268	0.0185055	0.0962484	0.00319822	0.0096616	0.0180505	0.00147692	0.0187564	0.0118074	0.0434038	0.0166958	0.0112899	0.00104785	0.00290463	0.0169533	0.0977956	0.029322	0.00679767	0.00349413	3.68982e-06	0.00851916	0.0263485	0.0184787	0.0326931	0.0091685	0.00196996	0.111488	0.0273219	0.0311052	0.0663191	0.0179125	0.0603465	0.00404418	0.0328198	0.198971	1.96123	0.1111385	1.888862	0.226773	0.484976	0.797904	1.25328	2.06196	4.4097	1.072894	16.99557	0.1217425	0.0561689	0.018103	0.0144814	0.00260009	0.00671428	0.00477916	0.00211014	0.0193706	0.0114232	0.0338159	0.00422404	0.00496312	0.00821413	0.00214812	0.00211139	0.00757124	0.000633452	0.00990666	0.00830111	0.00645746	0.00845075	0.00503125	0.00768826	0.00273159	0.000382673	0.00413585	0.00800986	0.00464335	0.0440545	0.00564609	0.00869918	0.000935423	0.00686724	0.0132147	0.00942999	0.00363391	0.00588377	0.0139726	0.00290227	0.00456155	0.00605061	0.0115861	0.00847703	0.00121194	0.0306067	0.0131053	0.00619508	0.0141089	0.0551514	0.00153648	0.00463698	0.00217883	0.00994907	0.0517459	0.00171946	0.00519435	0.00970446	0.000794031	0.010084	0.00634801	0.0233351	0.00897614	0.00606977	0.000563356	0.00156161	0.00911458	0.0525777	0.0157643	0.00365462	0.00187854	1.98375e-06	0.00458014	0.0141657	0.00993467	0.0175768	0.00492925	0.0010591	0.0599393	0.014689	0.016723	0.035655	0.00963024	0.032444	0.00217426	0.0176448	0.944431	0.0555692	1.860021
8100	-924.439	-1063.016	138.5767	0.168642	0.0212589	0.0332119	0.00369143	0.005799	0.00197793	0.0142934	0.0158709	0.025541	0.0163262	0.00383545	0.00565199	0.00361953	0.00470024	0.00311368	0.0219028	0.00736299	0.00402181	0.0162033	0.0313411	0.0300183	0.00883416	0.00880821	0.000615469	0.0126571	0.00488458	0.0177061	0.00940734	0.0776366	0.00853088	0.00857635	0.000653318	0.0167117	0.0092598	0.00103612	0.0296552	0.00617719	0.0203186	0.0277308	0.0390797	0.00995787	0.0425626	0.0227421	0.0265492	0.00800366	0.0185899	0.0163115	0.0284547	0.0433131	0.0152216	0.0945492	0.00413868	0.0278279	0.0222713	0.00696731	0.0327175	0.00465663	0.00687373	0.0663266	0.0964755	0.0224727	0.000373351	0.0153609	0.00342675	0.125707	0.0184223	0.0136936	0.0537246	0.0052702	0.00647994	9.00645e-05	0.000541469	0.0237664	0.0118116	0.0119054	0.084837	0.00642764	0.00702776	0.0205467	0.0387088	0.0205088	0.0399267	0.00495646	0.0976621	0.0276303	0.342233	1.78932	0.1332007	1.866799	0.309274	0.564208	0.836476	1.19549	1.7724	3.23338	0.8485418	14.01494	0.2295168	0.0842177	0.0106164	0.0165856	0.00184346	0.00289595	0.000987753	0.00713795	0.00792572	0.0127549	0.00815309	0.00191538	0.00282253	0.00180755	0.00234724	0.00155493	0.010938	0.00367699	0.00200844	0.0080917	0.0156513	0.0149908	0.00441167	0.00439871	0.000307358	0.00632078	0.0024393	0.00884223	0.00469791	0.0387708	0.00426022	0.00428292	0.000326259	0.00834563	0.00462423	0.000517424	0.0148094	0.00308482	0.0101468	0.0138484	0.0195159	0.00497284	0.0212553	0.0113571	0.0132583	0.00399693	0.00928358	0.00814575	0.0142099	0.02163	0.00760147	0.0472167	0.00206681	0.0138969	0.011122	0.00347939	0.0163387	0.00232546	0.00343266	0.0331227	0.0481787	0.0112226	0.000186447	0.00767106	0.00171128	0.0627766	0.00919987	0.0068384	0.0268294	0.00263187	0.003236	4.49771e-05	0.000270403	0.0118686	0.00589857	0.00594543	0.0423666	0.00320988	0.00350958	0.0102608	0.0193307	0.0102419	0.0199389	0.0024752	0.0487712	0.0137982	0.9334	0.0666003	2.002452
8136	-912.9275	-1051.114	138.1867	0.0881929	0.0142694	0.0443863	0.00170491	0.00220724	0.0030352	0.00636225	0.0214048	0.0156349	0.0625234	0.0155802	0.0169502	0.0108504	0.0124388	0.00606479	0.0228584	0.00256135	0.0162631	0.00921841	0.00975963	0.015071	0.0165299	0.0196535	0.00652254	0.000244784	0.0173409	0.010837	0.00175575	0.0747923	0.00973372	0.0257285	0.00024902	0.00695579	0.00669411	0.015975	0.0249391	0.045354	0.0702277	0.0193622	0.0165342	0.0073525	0.0271577	0.0122784	0.0131317	0.0512243	0.0245436	0.0294059	0.0218842	0.0129751	0.0234861	0.00900253	0.00377701	0.0643591	0.188078	0.00337404	0.0270902	0.00387251	0.0120616	0.0350155	0.0436392	0.0238735	0.0328388	0.012875	0.00527143	0.0134602	0.000713785	0.133278	0.0242263	0.0326052	0.0128668	0.000102511	0.00274571	0.0211133	0.0297177	0.036054	0.00770574	0.00677956	0.0970206	0.154837	0.0199244	0.0621327	0.002083	0.073861	0.00242868	0.0350392	0.24928	1.90086	0.1141263	1.885874	0.324764	0.577817	0.842719	1.18663	1.73065	3.07916	0.8132048	16.52445	0.1573687	0.0393011	0.00635883	0.0197797	0.000759756	0.000983604	0.00135257	0.00283519	0.00953855	0.00696731	0.0278621	0.00694295	0.00755345	0.00483522	0.00554304	0.00270263	0.0101863	0.00114141	0.00724726	0.00410797	0.00434915	0.00671606	0.00736618	0.00875813	0.00290662	0.000109082	0.00772758	0.00482926	0.00078241	0.0333295	0.0043376	0.0114653	0.00011097	0.00309969	0.00298307	0.0071189	0.0111135	0.020211	0.0312954	0.0086283	0.00736811	0.00327647	0.0121022	0.00547159	0.00585185	0.0228269	0.0109373	0.013104	0.00975217	0.00578204	0.0104661	0.00401177	0.00168314	0.0286802	0.0838124	0.00150356	0.0120721	0.0017257	0.00537497	0.0156038	0.0194468	0.0106387	0.0146339	0.00573745	0.00234909	0.00599823	0.000318082	0.0593921	0.0107959	0.0145297	0.00573377	4.56817e-05	0.00122356	0.00940866	0.013243	0.0160666	0.00343388	0.00302115	0.043235	0.0689994	0.00887885	0.027688	0.000928242	0.0329144	0.00108229	0.0156144	0.942937	0.0570631	2.24403
8172	-906.9693	-1046.913	139.9438	0.105423	0.007747	0.0217246	0.00544326	0.00214958	0.00414106	0.013281	0.0248182	0.0212457	0.00579734	0.000545549	0.0131753	0.00290816	0.00414728	0.00624586	0.00395438	0.00199092	0.00291152	0.00623257	0.00752439	0.022673	0.00903159	0.0195899	0.00776541	0.00500403	0.0103894	0.00842353	0.00648214	0.0636507	0.00810563	0.00821498	0.00534366	0.00115209	0.000756304	0.0066067	0.017492	0.00441778	0.0257054	0.0222218	0.0122991	0.0171374	0.0018447	0.0208476	0.00111296	0.0448055	0.0171107	0.00611371	0.024486	0.0216798	0.0502205	0.00263045	0.00284081	0.0355436	0.0513819	0.0028046	0.0206286	0.0146487	0.0104233	0.0109024	0.0207206	0.0296167	0.0255254	0.0245201	0.018712	0.00145876	0.00421016	0.103596	0.0239369	0.0519243	0.0078499	0.00602024	0.00875018	0.0104093	0.0226437	0.0109795	0.0148624	0.0107306	0.0754135	0.0882947	0.0381097	0.0482954	0.00101452	0.0589734	0.00786191	0.00939516	0.315825	1.82101	0.2322174	1.767783	0.224975	0.483097	0.796938	1.2548	2.06998	4.44493	1.078649	7.612619	0.2081206	0.0655731	0.00481863	0.0135126	0.0033857	0.00133704	0.00257573	0.00826075	0.0154369	0.0132148	0.00360594	0.000339331	0.00819499	0.00180887	0.00257961	0.00388492	0.00245962	0.00123835	0.00181097	0.00387665	0.00468016	0.0141026	0.00561764	0.0121849	0.00483008	0.0031125	0.00646218	0.00523943	0.00403189	0.0395907	0.00504169	0.00510971	0.00332375	0.000716601	0.00047042	0.00410936	0.01088	0.00274785	0.0159888	0.0138219	0.00765001	0.0106594	0.0011474	0.0129672	0.000692263	0.027869	0.0106429	0.00380272	0.0152302	0.0134848	0.0312371	0.00163613	0.00176698	0.0221081	0.0319595	0.00174446	0.012831	0.00911147	0.00648325	0.00678129	0.0128882	0.0184216	0.0158768	0.0152515	0.0116388	0.000907347	0.00261872	0.0644365	0.0148887	0.0322968	0.00488263	0.00374459	0.0054426	0.00647455	0.0140844	0.00682926	0.00924441	0.00667443	0.0469071	0.0549192	0.0237042	0.0300397	0.000631031	0.0366814	0.0048901	0.00584378	0.883891	0.116109	1.60772
8208	-915.3511	-1054.47	139.1194	0.0782325	0.0137449	0.0365922	0.00483307	0.00188771	0.008179	0.0093138	0.0529731	0.053459	0.0112221	0.00229175	0.0065249	0.0297203	0.00630904	0.00283218	0.00844771	0.00517418	0.00427443	0.010546	0.00848029	0.0406272	0.0100601	0.00443947	0.00891803	0.0122071	0.024886	0.0128638	0.0102719	0.0500606	0.01703	0.0362516	0.0149241	0.00528858	0.00887871	0.027134	0.0244845	0.00352775	0.0403403	0.0264697	0.033818	0.0468589	0.00329379	0.03275	0.00511877	0.100421	0.0211248	0.00462402	0.00861835	0.0367426	0.067781	0.00824363	0.0129575	0.027738	0.109214	0.000970167	0.016051	0.0236855	0.00529613	0.0115452	0.0318815	0.0291512	0.023227	0.0202202	0.0105214	0.00733509	0.00971233	0.0557537	0.0522858	0.0445546	0.0122221	0.010214	0.0128462	0.00781328	0.0197173	0.0306587	0.0103837	0.00903065	0.090896	0.0520256	0.0509877	0.0931003	0.000804054	0.0865791	0.00515742	0.0345608	0.327749	1.8067	0.1956809	1.804319	0.317029	0.571064	0.839634	1.191	1.75112	3.15429	0.8306348	9.220724	0.2176892	0.036864	0.00647676	0.0172426	0.00227739	0.000889508	0.00385403	0.00438876	0.0249615	0.0251905	0.00528795	0.0010799	0.0030746	0.0140045	0.00297289	0.00133455	0.00398065	0.00243813	0.00201415	0.00496938	0.003996	0.0191439	0.00474041	0.00209192	0.00420227	0.0057521	0.0117266	0.00606158	0.00484021	0.0235891	0.00802471	0.0170821	0.00703237	0.00249203	0.00418374	0.0127858	0.0115373	0.00166231	0.0190088	0.0124728	0.0159354	0.0220804	0.00155207	0.0154322	0.00241202	0.0473194	0.00995422	0.00217889	0.00406105	0.0173135	0.0319391	0.00388448	0.00610572	0.0130704	0.0514629	0.000457153	0.0075634	0.0111608	0.00249559	0.00544021	0.0150229	0.0137364	0.0109448	0.00952798	0.00495778	0.00345637	0.00457655	0.0262717	0.0246376	0.0209946	0.00575918	0.00481295	0.00605326	0.0036817	0.00929102	0.0144467	0.00489289	0.00425534	0.0428311	0.024515	0.024026	0.0438699	0.000378879	0.040797	0.00243023	0.0162854	0.90216	0.0978404	2.122194
8244	-918.3036	-1057.867	139.5634	0.0588186	0.00193346	0.0299619	0.00276418	0.00133822	0.00207116	0.00512465	0.0416914	0.0234479	0.00832305	0.000813817	0.0106924	0.0161953	0.00726372	0.00331811	0.00826376	0.00756108	0.00583911	0.00823422	0.000743221	0.0209105	0.0120841	0.0148133	0.00609898	0.00203915	0.00587102	0.00424413	0.0147632	0.0602634	0.00365644	0.0123188	0.0100727	0.00477453	0.00917234	0.00692048	0.0151914	0.00620964	0.0199771	0.0140929	0.0228249	0.0185309	0.00356211	0.0248749	0.000492773	0.0554741	0.0191789	0.00421338	0.0126133	0.0249647	0.113015	0.00270041	0.026959	0.0196064	0.0401829	0.00136812	0.0108333	0.0221047	0.00212235	0.0100576	0.0060266	0.0324215	0.0211446	0.019935	0.00435593	0.00343627	0.01272	0.0699119	0.0186841	0.0116607	0.00445557	0.00106256	0.0182356	0.0200234	0.0310264	0.0382411	0.00121477	0.0025571	0.0656847	0.0378906	0.0299995	0.0289926	0.00946472	0.0702949	0.000364029	0.0123718	0.179065	1.98512	0.1515704	1.84843	0.18594	0.440221	0.774162	1.29172	2.27159	5.37809	1.216443	12.19519	0.1082445	0.0393243	0.00129265	0.0200316	0.00184805	0.000894694	0.00138472	0.00342619	0.0278736	0.0156766	0.00556454	0.000544094	0.00714865	0.0108277	0.00485631	0.00221839	0.0055249	0.00505511	0.00390386	0.00550515	0.000496895	0.0139802	0.0080791	0.00990373	0.0040776	0.00136332	0.00392519	0.0028375	0.00987021	0.0402903	0.00244458	0.00823599	0.00673432	0.00319211	0.00613235	0.00462683	0.0101565	0.00415158	0.0133561	0.00942212	0.01526	0.0123892	0.00238152	0.0166306	0.000329453	0.0370883	0.0128224	0.00281694	0.00843286	0.0166907	0.0755586	0.00180541	0.018024	0.0131083	0.0268651	0.000914685	0.00724285	0.0147785	0.00141894	0.00672422	0.0040292	0.021676	0.0141367	0.013328	0.00291225	0.00229739	0.00850418	0.046741	0.0124916	0.00779602	0.00297886	0.000710398	0.0121918	0.013387	0.0207433	0.0255669	0.000812157	0.0017096	0.0439149	0.0253325	0.0200568	0.0193836	0.00632783	0.0469971	0.000243379	0.00827142	0.924215	0.0757852	1.495729
8280	-912.2193	-1050.793	138.5733	0.0663321	0.00770806	0.0597437	0.00233446	0.0073521	0.000598264	0.000467294	0.0470171	0.0339424	0.012056	0.0026338	0.00186251	0.00543623	0.00617083	0.00040703	0.00703237	0.00981648	0.0041223	0.00142493	0.00349378	0.0224031	0.0110651	0.00999686	0.00865671	0.00127572	0.00442326	0.00426782	0.0241001	0.0780553	0.0222327	0.0138924	0.00273968	0.00595508	0.00205967	0.00510631	0.0199351	0.00581084	0.0489125	0.0280206	0.00184935	0.0208981	0.0446106	0.0214601	0.000940089	0.0463803	0.011023	0.00428175	0.025823	0.0281537	0.0932272	0.00391911	0.0231339	0.0417637	0.178773	0.0019193	0.0180841	0.00860488	0.0268937	0.00783651	0.02206	0.0132751	0.0157933	0.0270845	0.0209278	0.00855231	0.023559	0.0569373	0.0109102	0.0451284	0.00781078	0.000896397	0.016293	0.00993661	0.00455313	0.0331229	0.000929503	0.00268338	0.117668	0.111579	0.0581622	0.0370242	0.0152913	0.0322384	0.00316999	0.0498426	0.130809	2.04303	0.1111802	1.88882	0.20597	0.462744	0.786307	1.27177	2.16102	4.85508	1.142467	16.98882	0.07683242	0.0339492	0.00394503	0.0305772	0.00119479	0.00376285	0.000306195	0.000239164	0.0240636	0.0173719	0.00617035	0.00134799	0.000953245	0.0027823	0.00315827	0.00020832	0.00359921	0.00502413	0.00210982	0.000729287	0.00178814	0.0114661	0.00566316	0.00511645	0.00443056	0.000652919	0.00226385	0.00218429	0.0123346	0.0399491	0.0113788	0.00711023	0.00140219	0.00304785	0.00105415	0.00261344	0.0102029	0.00297402	0.0250337	0.0143411	0.000946508	0.0106958	0.022832	0.0109834	0.000481143	0.0237377	0.00564165	0.00219142	0.0132164	0.0144092	0.0477142	0.00200582	0.0118401	0.0213749	0.0914973	0.000982308	0.00925553	0.00440403	0.0137643	0.00401077	0.0112905	0.00679425	0.00808308	0.013862	0.010711	0.00437712	0.0120576	0.0291408	0.00558393	0.023097	0.0039976	0.000458781	0.00833885	0.00508562	0.00233032	0.0169525	0.000475725	0.00137337	0.0602232	0.057107	0.0297677	0.0189492	0.00782618	0.0164998	0.00162242	0.0255098	0.94441	0.0555901	1.953866
8316	-911.2232	-1051.64	140.4166	0.023689	0.00501664	0.0129872	0.00177239	0.00313282	0.000793594	0.00392391	0.0048679	0.00656242	0.0144459	0.00258282	0.0023645	0.00311888	0.00565255	0.000396722	0.00127203	0.000313512	3.94041e-05	0.00217672	0.000470186	0.00256192	0.0006024	0.00277334	0.00143011	0.000343804	0.000570439	0.00116146	0.000935783	0.0126202	0.000449589	0.00102791	7.26259e-05	3.31786e-05	0.00465931	0.00401581	0.00766904	0.00274924	0.0137675	0.0112721	0.000422562	0.00499095	0.00973513	0.00195386	0.00158149	0.00321951	0.00843359	0.0296668	0.00226154	0.0112691	0.00420042	0.00268066	0.00502194	0.00217452	0.0058965	0.00162039	0.00198931	0.00464232	0.000500351	0.00106554	0.00398703	0.00418864	0.00233071	0.00905142	0.00479195	0.0198716	0.00389797	0.0127848	0.015658	0.00332213	0.031939	0.00291821	0.00155609	0.00119892	0.00552963	0.00166638	0.00273494	0.000282095	0.00949842	0.0037943	0.0104834	0.0136153	0.00446916	0.00351502	0.0111546	0.00977251	0.535125	1.55785	0.3593651	1.640635	0.0707982	0.274886	0.668384	1.49615	3.63787	14.1247	1.91463	4.565371	0.4122027	0.0513157	0.0108671	0.0281331	0.00383938	0.00678637	0.0017191	0.00850005	0.010545	0.0142157	0.031293	0.00559496	0.00512203	0.00675618	0.0122447	0.000859388	0.00275549	0.000679137	8.53579e-05	0.00471527	0.00101853	0.00554969	0.00130493	0.00600766	0.00309793	0.000744756	0.0012357	0.00251598	0.00202711	0.027338	0.000973908	0.00222667	0.000157324	7.18722e-05	0.0100931	0.00869913	0.0166128	0.00595547	0.0298234	0.024418	0.000915363	0.0108115	0.0210884	0.00423249	0.00342585	0.00697416	0.018269	0.0642649	0.004899	0.0244113	0.00909903	0.0058069	0.0108786	0.0047105	0.0127731	0.00351011	0.00430929	0.0100563	0.00108387	0.00230818	0.00863679	0.00907352	0.00504883	0.0196074	0.0103804	0.0430463	0.00844387	0.0276947	0.0339186	0.00719646	0.0691869	0.00632148	0.00337084	0.00259713	0.0119784	0.00360974	0.00592448	0.00061108	0.0205757	0.0082193	0.0227094	0.0294938	0.0096812	0.00761431	0.0241632	0.0211694	0.820317	0.179683	0.4616334
8352	-916.2299	-1055.656	139.4264	0.140481	0.0148984	0.0443056	0.00908717	0.0137128	0.0131255	0.00749982	0.0248788	0.0239824	0.00087013	0.0043273	0.0309787	0.0181684	0.0181578	0.00186292	0.0129702	0.0497132	0.00572387	0.00981392	0.0121822	0.00408973	0.00421609	0.0128107	0.00607731	0.000963633	0.00407036	0.00339618	0.0151703	0.0508587	0.0164509	0.011077	0.0105571	0.00148977	0.018649	0.0148362	0.0135575	0.0186976	0.0402591	0.0260314	0.0289825	0.00699136	0.0371655	0.00957571	0.0141721	0.116607	0.0106564	0.025533	0.0261587	0.0667303	0.0208431	0.0121899	0.0155391	0.0233682	0.199906	0.0191451	0.00247905	0.0113363	0.0241827	0.00734388	0.039314	0.0286267	0.0541012	0.0240556	0.0101937	0.00438238	0.0140145	0.126034	0.0369028	0.0725878	0.0291555	0.00270599	0.0299076	0.00951016	0.0344725	0.0613622	0.00481953	0.000626299	0.0603057	0.117232	0.016047	0.0551899	0.00995784	0.0321765	0.0283315	0.0491042	0.337196	1.79537	0.2884502	1.71155	0.333539	0.585379	0.846145	1.18183	1.7083	2.99815	0.7939273	5.933605	0.2253775	0.0595255	0.00631281	0.0187734	0.00385046	0.00581044	0.0055616	0.00317786	0.0105418	0.0101619	0.000368696	0.00183359	0.0131264	0.00769841	0.00769389	0.000789366	0.00549578	0.0210647	0.00242535	0.0041584	0.00516189	0.00173292	0.00178646	0.00542821	0.00257511	0.000408315	0.00172471	0.00143904	0.00642805	0.0215501	0.00697063	0.00469361	0.00447329	0.000631251	0.00790203	0.00628647	0.00574464	0.00792265	0.0170588	0.0110301	0.0122806	0.00296241	0.0157479	0.00405747	0.00600508	0.0494093	0.00451536	0.010819	0.0110841	0.0282753	0.00883173	0.00516515	0.00658431	0.00990168	0.0847052	0.00811227	0.00105043	0.00480347	0.0102468	0.00311178	0.0166583	0.0121298	0.022924	0.0101929	0.00431933	0.00185693	0.00593829	0.0534038	0.0156366	0.0307572	0.0123539	0.0011466	0.0126726	0.00402969	0.0146068	0.0260007	0.00204215	0.000265378	0.025553	0.0496741	0.00679951	0.0233853	0.00421939	0.013634	0.0120048	0.0208067	0.855775	0.144225	2.360022
8388	-925.2675	-1064.983	139.7156	0.0124676	0.00105901	0.010308	0.00381842	0.00218131	0.00127209	0.000730574	0.00627849	0.00655467	0.00193789	0.000658169	0.00262457	0.00122303	0.000522889	0.00083939	0.00345073	0.00112959	0.000220195	0.00117204	0.000743231	0.00255299	0.00112847	0.00477843	0.00199654	0.000443042	0.000683108	0.000195453	0.00766461	0.0218861	0.00351223	0.00334166	0.00108401	1.30889e-06	0.00158071	0.00902733	0.00569543	0.00093845	0.00325837	0.00337658	0.00101159	0.0057094	0.0183042	0.0045679	0.00510047	0.006437	0.00125655	0.0258489	0.00299449	0.0266752	0.00369154	0.00802438	0.0126303	0.00149175	0.00639785	0.00283776	0.000869334	0.00299958	0.00759001	0.00283131	0.00331313	0.0089861	0.00403521	0.0127976	0.00890922	0.00894801	0.00164857	0.0163793	0.00469582	0.00188469	0.0166138	0.0057436	0.00263661	0.00195352	0.00398455	3.16564e-06	0.000967897	0.000146028	0.00538572	0.00142162	0.0174277	0.0120192	0.00111001	0.00200011	0.000289891	0.00766748	0.433997	1.6792	0.1915136	1.808486	0.0888092	0.307015	0.691836	1.44543	3.25717	11.2601	1.750742	9.443122	0.3101448	0.0289556	0.00245952	0.0239401	0.00886818	0.00506605	0.0029544	0.00169674	0.0145816	0.0152231	0.00450071	0.00152858	0.00609549	0.00284046	0.0012144	0.00194946	0.00801423	0.00262345	0.000511398	0.00272204	0.00172614	0.00592927	0.00262085	0.0110978	0.00463692	0.00102896	0.0015865	0.000453935	0.0178009	0.0508301	0.00815708	0.00776094	0.0025176	3.03988e-06	0.00367115	0.0209658	0.0132275	0.00217953	0.00756748	0.00784204	0.0023494	0.0132599	0.0425111	0.0106089	0.0118457	0.0149498	0.00291831	0.0600335	0.00695463	0.0619525	0.00857352	0.0186364	0.0293337	0.00346456	0.0148589	0.00659063	0.00201901	0.00696646	0.0176276	0.00657565	0.00769467	0.02087	0.00937168	0.0297221	0.0206915	0.0207816	0.00382877	0.0380405	0.0109059	0.00437714	0.0385852	0.0133394	0.00612346	0.004537	0.00925403	7.35213e-06	0.00224792	0.000339146	0.0125082	0.00330169	0.0404754	0.0279142	0.00257797	0.00464521	0.000673266	0.0178076	0.904243	0.0957568	0.4305747
